material  lattice_constant  bul_modulus  band_gap  rS_A rP_A rS_B rP_B Z_A Z_B HOMO_A LUMO_A EA_A IP_A HOMO_B LUMO_B EA_B IP_B c_A 
SrZrO3  4.12895121  1.03047189368  4.91186653  1.97020 1.21180 1.67180 2.26450 38 40 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 2.00
SrNbO3  4.01902704  1.18025998596  0.02144698  1.97020 1.21180 1.58200 2.11090 38 41 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 2.00
SrMoO3  3.94666358  1.26664721074  0.02151335  1.97020 1.21180 1.55920 2.24600 38 42 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 2.00
SrTcO3  3.91535668  1.27836619365  0.00779927  1.97020 1.21180 1.58880 2.13150 38 43 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 2.00
SrRuO3  3.90156854  1.19720885195  0.00310272  1.97020 1.21180 1.55180 2.19700 38 44 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 2.00
SrRhO3  3.91356352  1.13637977389  0.00746257  1.97020 1.21180 1.51700 2.24450 38 45 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 2.00
SrPdO3  3.96091286  0.917563297484  0.00612631  1.97020 1.21180 1.48560 2.29200 38 46 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 2.00
SrAgO3  4.01488978  0.845633484768  0.01789471  1.97020 1.21180 1.35140 1.94410 38 47 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 2.00
SrCdO3  4.11573479  0.646659291223  0.00397527  1.97020 1.21180 1.24890 1.89950 38 48 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 2.00
SrSnO3  4.06126009  0.98097503021  3.01380104  1.97020 1.21180 1.07110 1.37380 38 50 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 2.00
SrSbO3  4.17525223  0.868440030096  0.00000022  1.97020 1.21180 1.00720 1.25160 38 51 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 2.00
SrTaO3  4.01782014  1.23018178913  0.03198624  1.97020 1.21180 1.47300 2.08400 38 73 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 2.00
SrWO3  3.95858994  1.3257754682  0.02851084  1.97020 1.21180 1.41610 2.11260 38 74 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 2.00
SrPtO3  3.98455283  0.779797776136  0.05075195  1.97020 1.21180 1.33610 1.80090 38 78 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 2.00
SrPbO3  4.22847863  0.755686200546  0.20846483  1.97020 1.21180 1.04520 1.42350 38 82 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 2.00
SrBiO3  4.31348809  0.75923347473  0.02822545  1.97020 1.21180 0.99410 1.31290 38 83 -3.721287039738 -1.187107619627 0.189082319346 5.975955205774 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 2.00
BaAlO3  3.89309595  0.955497529453  0.01166971  2.21370 2.69030 1.10410 1.43130 56 13 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 2.00
BaTiO3  3.96790469  1.12786890118  3.25443888  2.21370 2.69030 1.54120 2.08940 56 22 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 2.00
BaVO3  3.89471077  1.19969015568  0.04994941  2.21370 2.69030 1.45970 2.04700 56 23 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 2.00
BaCrO3  3.85186822  1.22132544736  0.03181566  2.21370 2.69030 1.42470 2.01210 56 24 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 2.00
BaMnO3  3.83929610  1.20155868958  0.00679973  2.21370 2.69030 0.41350 2.18240 56 25 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 2.00
BaFeO3  3.83140445  1.12993874346  0.00800415  2.21370 2.69030 1.39120 2.20810 56 26 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 2.00
BaCoO3  3.84709673  1.06663870936  0.01440518  2.21370 2.69030 1.38110 1.65750 56 27 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 2.00
BaNiO3  3.86902083  0.976635889925  0.01141928  2.21370 2.69030 1.37820 1.61770 56 28 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 2.00
BaCuO3  3.92168800  0.862978084007  0.02023256  2.21370 2.69030 1.23610 2.20480 56 29 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 2.00
BaZnO3  3.98376182  0.716361572056  0.02844809  2.21370 2.69030 1.11690 1.78990 56 30 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 2.00
BaGaO3  3.98293514  0.861783115641  0.00920781  2.21370 2.69030 1.00870 1.37830 56 31 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 2.00
BaGeO3  3.90953395  1.01968955408  0.76785921  2.21370 2.69030 0.92390 1.18940 56 32 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 2.00
BaZrO3  4.17875748  1.02255266286  4.75676914  2.21370 2.69030 1.67180 2.26450 56 40 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 2.00
BaNbO3  4.07314812  1.16570962352  0.01683816  2.21370 2.69030 1.58200 2.11090 56 41 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 2.00
BaMoO3  4.00533037  1.23785523017  0.01480026  2.21370 2.69030 1.55920 2.24600 56 42 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 2.00
BaTcO3  3.97673484  1.23936043608  0.00420943  2.21370 2.69030 1.58880 2.13150 56 43 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 2.00
BaRuO3  3.97184193  1.0529006201  0.02299829  2.21370 2.69030 1.55180 2.19700 56 44 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 2.00
BaRhO3  3.97951979  1.10817436032  0.04814860  2.21370 2.69030 1.51700 2.24450 56 45 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 2.00
BaPdO3  4.03002324  0.762098866519  0.01569259  2.21370 2.69030 1.48560 2.29200 56 46 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 2.00
BaAgO3  4.08983200  0.723307857564  0.01076017  2.21370 2.69030 1.35140 1.94410 56 47 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 2.00
BaCdO3  4.18145470  0.635033838212  0.04352432  2.21370 2.69030 1.24890 1.89950 56 48 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 2.00
BaSnO3  4.12347772  0.942861503419  2.45825796  2.21370 2.69030 1.07110 1.37380 56 50 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 2.00
BaSbO3  4.22686117  0.84870042155  0.07755007  2.21370 2.69030 1.00720 1.25160 56 51 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 2.00
BaTaO3  4.07017942  1.21640082686  0.05925729  2.21370 2.69030 1.47300 2.08400 56 73 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 2.00
BaWO3  4.01276694  1.30233359753  0.02572900  2.21370 2.69030 1.41610 2.11260 56 74 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 2.00
BaPtO3  4.05301609  1.09217167822  0.01981701  2.21370 2.69030 1.33610 1.80090 56 78 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 2.00
BaPbO3  4.28012822  0.731875569267  0.42843180  2.21370 2.69030 1.04520 1.42350 56 82 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 2.00
BaBiO3  4.35500842  0.744158990173  0.04829239  2.21370 2.69030 0.99410 1.31290 56 83 -3.391236663952 -1.589293926113 0.397249830530 5.433904188497 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 2.00
ScAlO3  3.60962452  1.34443152964  2.88732557  1.64700 2.21650 1.10410 1.43130 21 13 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 3.00
ScTiO3  3.79541820  1.28386565905  0.03618299  1.64700 2.21650 1.54120 2.08940 21 22 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 3.00
ScVO3  3.71089952  1.40722682319  0.02067473  1.64700 2.21650 1.45970 2.04700 21 23 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 3.00
ScCrO3  3.66172064  1.45956575766  0.01769330  1.64700 2.21650 1.42470 2.01210 21 24 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 3.00
ScMnO3  3.63416829  1.4860015178  0.00094495  1.64700 2.21650 0.41350 2.18240 21 25 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 3.00
ScFeO3  3.61726318  1.44730062927  0.01435632  1.64700 2.21650 1.39120 2.20810 21 26 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 3.00
ScCoO3  3.60842685  1.46481504294  1.99843517  1.64700 2.21650 1.38110 1.65750 21 27 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 3.00
ScNiO3  3.62837638  1.39749396218  0.03649449  1.64700 2.21650 1.37820 1.61770 21 28 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 3.00
ScCuO3  3.67097839  1.27744680118  0.07348268  1.64700 2.21650 1.23610 2.20480 21 29 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 3.00
ScZnO3  3.72794278  1.15476531779  0.00675129  1.64700 2.21650 1.11690 1.78990 21 30 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 3.00
ScGaO3  3.73923291  1.25130492479  2.71068858  1.64700 2.21650 1.00870 1.37830 21 31 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 3.00
ScGeO3  3.75240595  1.16321895454  0.00574745  1.64700 2.21650 0.92390 1.18940 21 32 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 3.00
ScZrO3  4.06211465  1.0984725145  0.03034981  1.64700 2.21650 1.67180 2.26450 21 40 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 3.00
ScNbO3  3.94635989  1.28025292202  0.00897950  1.64700 2.21650 1.58200 2.11090 21 41 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 3.00
ScMoO3  3.87494331  1.36942778083  0.01618698  1.64700 2.21650 1.55920 2.24600 21 42 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 3.00
ScTcO3  3.84235203  1.38227380788  0.00254247  1.64700 2.21650 1.58880 2.13150 21 43 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 3.00
ScRuO3  3.82663020  1.37265461209  0.00206716  1.64700 2.21650 1.55180 2.19700 21 44 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 3.00
ScRhO3  3.83059917  1.3089811939  0.49303941  1.64700 2.21650 1.51700 2.24450 21 45 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 3.00
ScPdO3  3.87667871  1.14449500124  0.05443525  1.64700 2.21650 1.48560 2.29200 21 46 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 3.00
ScAgO3  3.94565289  1.02219480509  0.03511427  1.64700 2.21650 1.35140 1.94410 21 47 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 3.00
ScCdO3  4.02834739  0.909642091143  0.01342244  1.64700 2.21650 1.24890 1.89950 21 48 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 3.00
ScSnO3  4.00933994  1.04011592068  0.00776990  1.64700 2.21650 1.07110 1.37380 21 50 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 3.00
ScSbO3  4.12427342  0.69643603287  0.01698690  1.64700 2.21650 1.00720 1.25160 21 51 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 3.00
ScTaO3  3.94711896  1.33461544269  0.00750184  1.64700 2.21650 1.47300 2.08400 21 73 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 3.00
ScWO3  3.88974759  1.43459972367  0.01820762  1.64700 2.21650 1.41610 2.11260 21 74 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 3.00
ScPtO3  3.93321165  1.21673564564  0.00991946  1.64700 2.21650 1.33610 1.80090 21 78 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 3.00
ScPbO3  4.20883157  0.688079051071  0.00850465  1.64700 2.21650 1.04520 1.42350 21 82 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 3.00
ScBiO3  4.29421288  0.798979905802  0.00447946  1.64700 2.21650 0.99410 1.31290 21 83 -2.451243574434 -2.451243658581 0.568854288026 6.962687257158 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 3.00
YAlO3  3.67680031  1.34149123834  4.37878906  1.78650 2.40000 1.10410 1.43130 39 13 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 3.00
YTiO3  3.83955954  1.28267364336  0.00237932  1.78650 2.40000 1.54120 2.08940 39 22 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 3.00
YVO3  3.76363632  1.39527093448  0.00220037  1.78650 2.40000 1.45970 2.04700 39 23 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 3.00
YCrO3  3.72167346  1.43564034959  0.00559354  1.78650 2.40000 1.42470 2.01210 39 24 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 3.00
YMnO3  3.69676058  1.45455219656  0.04128216  1.78650 2.40000 0.41350 2.18240 39 25 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 3.00
YFeO3  3.68248011  1.41280205269  0.00341849  1.78650 2.40000 1.39120 2.20810 39 26 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 3.00
YCoO3  3.67375452  1.42691800321  2.12874774  1.78650 2.40000 1.38110 1.65750 39 27 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 3.00
YNiO3  3.69190812  1.37724213344  0.10477816  1.78650 2.40000 1.37820 1.61770 39 28 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 3.00
YCuO3  3.73139754  1.26810723921  0.04152156  1.78650 2.40000 1.23610 2.20480 39 29 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 3.00
YZnO3  3.78293360  1.15302564535  0.00964679  1.78650 2.40000 1.11690 1.78990 39 30 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 3.00
YGaO3  3.78857582  1.2559639848  4.24032921  1.78650 2.40000 1.00870 1.37830 39 31 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 3.00
YGeO3  3.84045859  1.0995748309  0.02643579  1.78650 2.40000 0.92390 1.18940 39 32 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 3.00
YZrO3  4.08340927  1.11427929339  0.00375088  1.78650 2.40000 1.67180 2.26450 39 40 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 3.00
YNbO3  3.97787160  1.28061231796  0.01564092  1.78650 2.40000 1.58200 2.11090 39 41 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 3.00
YMoO3  3.91376167  1.36297180129  0.01095525  1.78650 2.40000 1.55920 2.24600 39 42 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 3.00
YTcO3  3.88801838  1.38183680515  0.03758886  1.78650 2.40000 1.58880 2.13150 39 43 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 3.00
YRuO3  3.87124938  1.33727208007  0.02667961  1.78650 2.40000 1.55180 2.19700 39 44 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 3.00
YRhO3  3.87479494  1.31071432963  1.01891889  1.78650 2.40000 1.51700 2.24450 39 45 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 3.00
YPdO3  3.91787035  1.20729661774  0.09842552  1.78650 2.40000 1.48560 2.29200 39 46 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 3.00
YAgO3  3.98261517  1.06366643877  0.11549395  1.78650 2.40000 1.35140 1.94410 39 47 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 3.00
YCdO3  4.05436277  0.950541086419  0.01862018  1.78650 2.40000 1.24890 1.89950 39 48 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 3.00
YSnO3  4.08815591  0.965862541852  0.02461851  1.78650 2.40000 1.07110 1.37380 39 50 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.693967270914 -3.693967397722 -1.084211366527 6.773509406815 3.00
YSbO3  4.18762773  0.713015648522  0.00707854  1.78650 2.40000 1.00720 1.25160 39 51 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.963183376254 -4.963183546631 -1.964510398835 8.359173003941 3.00
YTaO3  3.97714062  1.32862486024  0.02023422  1.78650 2.40000 1.47300 2.08400 39 73 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.410813983109 -3.410814100196 -0.207862642233 7.364063701622 3.00
YWO3  3.92682657  1.41874321369  0.00364788  1.78650 2.40000 1.41610 2.11260 39 74 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.437043328913 -4.437043481229 -0.922676234942 8.672459941188 3.00
YPtO3  3.97965791  1.21178577114  0.02281534  1.78650 2.40000 1.33610 1.80090 39 78 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -5.316148581053 -4.051110054601 -1.310324277513 10.114267892650 3.00
YPbO3  4.24983176  0.842671288841  0.00800380  1.78650 2.40000 1.04520 1.42350 39 82 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -3.503690269109 -3.503690389384 -0.958997386626 6.476888103509 3.00
YBiO3  4.35009143  0.657829840721  0.05294663  1.78650 2.40000 0.99410 1.31290 39 83 -2.071749580777 -2.071749651897 0.289190604473 5.559228664421 -4.706546707306 -4.706546868874 -1.846753393810 7.964551439414 3.00
LaAlO3  3.77092979  1.29887219559  4.88791831  2.02960 2.67280 1.10410 1.43130 57 13 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -2.547095300306 -2.547095387743 -0.308077870308 5.449666311380 3.00
LaTiO3  3.90523668  1.25337873469  0.00141104  2.02960 2.67280 1.54120 2.08940 57 22 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.667603032050 -3.667603157952 -0.021725201808 7.552223574011 3.00
LaVO3  3.83305414  1.36047596782  0.04754934  2.02960 2.67280 1.45970 2.04700 57 23 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.798406943350 -4.798407108071 -0.664676976192 7.407416209273 3.00
LaCrO3  3.79600603  1.39022949667  0.00198728  2.02960 2.67280 1.42470 2.01210 57 24 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.733548486143 -4.733548648638 -1.259830231993 6.979022153017 3.00
LaMnO3  3.77272201  1.405850625  0.00212528  2.02960 2.67280 0.41350 2.18240 57 25 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.333466263373 -0.671345464134 -1.423902065558 6.884430469844 3.00
LaFeO3  3.76251064  1.39257547665  0.00782191  2.02960 2.67280 1.39120 2.20810 57 26 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.836619504771 -3.836619636475 -1.415506591628 7.089031766055 3.00
LaCoO3  3.76041419  1.37410964246  1.57228378  2.02960 2.67280 1.38110 1.65750 57 27 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.347469515837 -3.347469630750 -1.133799031088 7.525127748251 3.00
LaNiO3  3.77857393  1.30938381162  0.00973319  2.02960 2.67280 1.37820 1.61770 57 28 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -2.919817594254 -2.919817694486 -0.680064535054 8.128919800973 3.00
LaCuO3  3.81748168  1.19779877364  0.00316595  2.02960 2.67280 1.23610 2.20480 57 29 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.362985932102 -4.362986081876 -1.554935144418 7.534909454159 3.00
LaZnO3  3.86495779  1.10582125425  0.04462917  2.02960 2.67280 1.11690 1.78990 57 30 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -6.384766005031 -0.880351142307 1.016686332121 9.995763731659 3.00
LaGaO3  3.86376376  1.2142719801  4.72515347  2.02960 2.67280 1.00870 1.37830 57 31 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -2.447267344605 -2.447267428616 -0.221448418066 5.403241923784 3.00
LaGeO3  3.93679516  0.765386338646  0.00705074  2.02960 2.67280 0.92390 1.18940 57 32 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.864142063585 -3.864142196235 -0.978668998444 7.285215454342 3.00
LaZrO3  4.12306687  1.10983898802  0.02452327  2.02960 2.67280 1.67180 2.26450 57 40 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.230129340890 -3.230129451775 -0.047328544585 7.150603804508 3.00
LaNbO3  4.02039421  1.26005910441  0.01321694  2.02960 2.67280 1.58200 2.11090 57 41 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.395561840699 -4.395561991591 -0.969575749518 7.291456922287 3.00
LaMoO3  3.96338598  1.32322990508  0.00429324  2.02960 2.67280 1.55920 2.24600 57 42 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.405289070280 -4.405289221506 -1.713307224028 6.693232569522 3.00
LaTcO3  3.93475217  1.32669586804  0.00335312  2.02960 2.67280 1.58880 2.13150 57 43 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.015504540133 -3.015504643650 -1.275831727848 7.207933304014 3.00
LaRuO3  3.92180985  1.33727157782  0.05194466  2.02960 2.67280 1.55180 2.19700 57 44 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -3.663439802229 -2.821777985343 -0.586474863883 8.167782092633 3.00
LaRhO3  3.92848047  1.29048409774  0.74152838  2.02960 2.67280 1.51700 2.24450 57 45 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.324078823778 -2.720936056224 -0.649048902331 9.152288883026 3.00
LaPdO3  3.97123432  1.17792753583  0.12101126  2.02960 2.67280 1.48560 2.29200 57 46 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -5.018246293882 -2.610572297189 -0.200021161260 10.166984187162 3.00
LaAgO3  4.03459923  1.02722553445  0.06995039  2.02960 2.67280 1.35140 1.94410 57 47 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -4.216907058393 -4.216907203152 -1.521159375706 7.251049684650 3.00
LaCdO3  4.10251059  0.929621283197  0.01546684  2.02960 2.67280 1.24890 1.89950 57 48 -2.721416662798 -2.721416756220 -0.147550178712 5.877355481655 -6.023736420579 -0.948499811712 1.046403819836 9.367805294123 3.00
